name,salary,published_at,area_name
Программист 1С,,2003-11-18 12:37:30+03:00,Москва
Главный специалист Отдела поддержки бизнес - процессов,,2003-11-18 13:43:18+03:00,Москва
Менеджер по работе с корпоративными заказчиками.,29945.0,2003-11-18 14:08:37+03:00,Санкт-Петербург
ПРОГРАММИСТ,23956.0,2003-11-18 14:20:01+03:00,Москва
Начальник отдела продвижения серверов.,26950.0,2003-11-18 14:21:32+03:00,Санкт-Петербург
Руководитель проектов/Консультант в области Data Mining,,2003-11-19 00:00:00+03:00,Москва
Инженер по RISC-системам.,16469.0,2003-11-18 14:28:55+03:00,Санкт-Петербург
Специалист по системам безопасности.,14972.0,2003-11-18 14:39:24+03:00,Санкт-Петербург
ПРОДАВЕЦ-КОНСУЛЬТАНТ.,5989.0,2003-11-18 14:46:49+03:00,Санкт-Петербург
Менеджер по работе с ключевыми клиентами,,2003-11-18 14:50:23+03:00,Москва
Руководитель проекта,,2003-11-18 14:54:32+03:00,Москва
Разработчик программного обеспечения (Java),29738.0,2003-12-29 00:00:00+03:00,Москва
Программист,,2003-11-18 15:01:03+03:00,Москва
Аналитик-консультант,35934.0,2003-11-18 15:02:56+03:00,Москва
Руководитель группы продаж продуктов управленческого консалтинга,,2003-11-18 15:05:51+03:00,Москва
Консультант по модулю HR,,2003-11-18 15:09:26+03:00,Москва
Консультант по модулю PM,,2003-11-18 15:13:51+03:00,Москва
"Консультант по модулю BW, SEM",,2003-11-18 15:16:53+03:00,Москва
Сервис-инженер в Информационно-технический отдел,,2003-11-18 15:21:01+03:00,Москва
"Консультант по модулю FI, CO",,2003-11-18 15:34:24+03:00,Москва
Менеджер по локализациям,17967.0,2003-11-18 15:44:30+03:00,Москва
"Консультант по модулю SD, ММ",,2003-11-18 15:57:42+03:00,Москва
Менеджер по качеству,,2003-11-18 16:01:49+03:00,Москва
Менеджер в отдел маркетинга / Product manager (Service and software),,2003-11-18 16:17:42+03:00,Москва
Тестировщик,,2003-11-18 16:25:47+03:00,Москва
Менеджер по продажам (г.Екатеринбург),29945.0,2003-11-18 17:39:36+03:00,Екатеринбург
Главный специалист  службы развития новых технологий,,2003-11-18 17:46:14+03:00,Москва
Менеджер проектов - строительство объектов связи,,2003-11-18 17:46:45+03:00,Москва
Менеджер проектов,,2003-11-18 17:47:05+03:00,Москва
Главный   специалист  службы развития первичной сети,,2003-11-18 17:47:33+03:00,Москва
Консультант-внедренец (модуль складской учет+логистика),32939.0,2003-11-18 17:48:16+03:00,Москва
Тестировщик (в проект на 4 мес.),8983.0,2003-11-18 17:54:02+03:00,Москва
Системный администратор,14972.0,2003-11-18 17:56:41+03:00,Москва
Project manager (off-shore projects),44917.0,2003-11-20 00:00:00+03:00,Москва
Inside Sales Representative,,2003-11-18 18:13:40+03:00,Новосибирск
Developer (scripting language),32939.0,2003-11-18 18:13:42+03:00,Москва
IT Developer,,2003-11-18 18:38:09+03:00,Москва
Инженер-программист по настройке ПО,17967.0,2003-11-19 10:13:38+03:00,Москва
Консультант в области IT проектов,,2003-12-04 00:00:00+03:00,Москва
ПРОГРАММИСТ,23790.0,2003-12-16 00:00:00+03:00,Москва
Researcher   (IT/Telecom  сектор),26950.0,2003-11-19 11:08:34+03:00,Москва
Researcher   (IT/Telecom  сектор),26950.0,2003-11-19 11:08:48+03:00,Москва
Специалист по поддержке и внедрению 1С,14972.0,2003-11-19 11:10:03+03:00,Санкт-Петербург
Training Manager (job#266115),,2003-11-19 11:17:58+03:00,Москва
ИНЖЕНЕР ПО КОНФИГУРАЦИОННОМУ УПРАВЛЕНИЮ,,2003-11-28 00:00:00+03:00,Москва
Системный аналитик,,2003-12-11 00:00:00+03:00,Москва
"Логист, администратор системы SAP -   модуль ММ",50555.0,2003-12-27 00:00:00+03:00,Москва
Сборщик компьютеров,10480.0,2003-11-19 16:02:29+03:00,Москва
SAP Business Analyst,89835.0,2003-11-20 09:16:49+03:00,Москва
IT инженер,14972.0,2003-11-20 11:57:30+03:00,Москва
Менеджер по Интернет-маркетингу,29945.0,2003-11-20 12:45:02+03:00,Москва
Стажер Отдела внедрения АБС,,2003-11-20 14:49:45+03:00,Москва
Аналитик-проектировщик по кредитам,29945.0,2003-11-20 14:49:58+03:00,Москва
Руководитель проекта,35934.0,2003-11-28 00:00:00+03:00,Москва
Программист,35934.0,2003-11-20 15:58:17+03:00,Москва
Консультант-аналитик,29945.0,2003-11-20 16:01:16+03:00,Москва
Аналитик,29945.0,2003-11-20 16:04:04+03:00,Москва
Ведущего разработчика,29945.0,2003-11-20 16:13:03+03:00,Москва
Программист 1С,59890.0,2003-11-20 16:19:13+03:00,Москва
Специалист по развертыванию OEBS,,2003-12-04 00:00:00+03:00,Москва
Специалист по развертыванию OEBS,,2003-11-20 19:06:11+03:00,Москва
Специалист службы сервиса ПО,,2003-12-04 00:00:00+03:00,Москва
Oil&Gas Sales Manager Corporate,118954.0,2003-12-11 00:00:00+03:00,Москва
"ВЕДУЩИЙ СПЕЦИАЛИСТ по SAP R/3 в известную нефтедобывающую компанию (Москва, Код: AASAP)",,2003-11-21 13:27:53+03:00,Москва
Коммерческий директор,,2003-11-21 13:38:01+03:00,Санкт-Петербург
Эксперт по развитию программного продукта,,2003-12-19 00:00:00+03:00,Москва
Менеджер по качеству программного продукта,,2003-12-19 00:00:00+03:00,Москва
Инженер по компьютерной технике,,2003-12-04 00:00:00+03:00,Москва
Системный инженер,,2003-12-04 00:00:00+03:00,Москва
Аналитик службы технологического контроля и контроля ИТ.,,2003-12-19 00:00:00+03:00,Москва
"Руководитель проекта. Код вакансии: ""М-ИР""",,2003-11-21 15:21:02+03:00,Москва
Аналитик-проектировщик системы Банк-клиент,44917.0,2003-11-21 15:37:28+03:00,Москва
ИНЖЕНЕР ПО ТЕСТИРОВАНИЮ И ИНТЕГРАЦИИ/ NETWORK INTEGRATION ENGINEER,,2003-11-21 16:47:57+03:00,Москва
Менеджер проектов,65425.0,2003-12-08 00:00:00+03:00,Москва
"КОНСУЛЬТАНТ/ CONSULTANT, GPRS/IP BACKBONE",,2003-11-21 16:57:45+03:00,Москва
"КОНСУЛЬТАНТ/ CONSULTANT,  Network Switching Systems",,2003-11-21 16:59:23+03:00,Москва
Разработчика приложений (Windows-продукты),,2003-12-08 00:00:00+03:00,Москва
Консультант (аналитик или разработчик) Департамента КИС,,2003-11-21 18:19:57+03:00,Москва
Руководитель проекта по внедрению специализированной информационной системы для страховой компании,,2003-11-21 18:23:02+03:00,Москва
Консультант по внедрению специализированной информационной системы для страховой компании,,2003-11-21 18:25:36+03:00,Москва
Консультант-программист со знанием Java,,2003-11-21 18:28:24+03:00,Москва
Консультант по внедрению Oracle  Applications HR MS (кадры),,2003-11-21 18:43:11+03:00,Москва
Консультант по внедрению Oracle/Manufacturing (Непрерывное или дискретное производство),,2003-11-21 18:55:04+03:00,Москва
Консультант по внедрению Oracle Applications (логистика),,2003-11-21 18:58:45+03:00,Москва
Консультант по внедрению Oracle  Applications (финансы),,2003-11-21 19:00:37+03:00,Москва
Консультант- аналитик Департамента  информационно-аналитических систем,,2003-11-21 19:04:11+03:00,Москва
Консультант- разработчик Департамента  информационно-аналитических систем,,2003-11-21 19:06:15+03:00,Москва
Системный специалист (администратор),35934.0,2003-11-22 11:33:25+03:00,Москва
Менеджер в отдел маркетинга / Product manager CDMA,,2003-11-24 10:03:21+03:00,Москва
Сервисный инженер в ИТ-службу,11978.0,2003-11-24 11:38:50+03:00,Москва
Системный администратор (компьютерная компания),,2003-11-24 12:12:12+03:00,Москва
Оператор службы технической поддержки iRU (производство ноутбуков),13475.0,2003-11-24 12:16:32+03:00,Москва
Специалист по технической поддержке,,2003-11-24 12:32:27+03:00,Москва
Консультант SAP R/3 (модуль MM),89835.0,2003-11-24 12:40:41+03:00,Москва
Консультант SAP R/3 (модули FI/CO),89835.0,2003-11-24 12:45:43+03:00,Москва
МЕНЕДЖЕР ПО МАРКЕТИНГОВЫМ КОММУНИКАЦИЯМ,,2003-11-24 13:00:50+03:00,Москва
"Программист (GUI, API)",,2003-11-24 13:01:34+03:00,Москва
"Программист (GUI, API)",,2003-11-24 13:03:10+03:00,Москва
SAP R/3 CO Consultant,74862.0,2003-11-24 15:03:37+03:00,Москва
Системный администратор,,2003-11-24 19:30:24+03:00,Москва
Network Engineer,59477.0,2003-12-16 00:00:00+03:00,Москва
СПЕЦИАЛИСТ в Отдел технических средств Банка.,,2003-11-25 00:00:00+03:00,Москва
WEB-РАЗРАБОТЧИК,,2003-12-22 00:00:00+03:00,Москва
МЕНЕДЖЕР ОТДЕЛА ТЕХНИЧЕСКОЙ ПОДДЕРЖКИ,,2003-12-22 00:00:00+03:00,Москва
Технический переводчик в сектор перевода технической документации (английский язык).,,2003-12-16 00:00:00+03:00,Москва
"Тестировщик ПО. Код вакансии: ""Л-тест""",,2003-12-22 00:00:00+03:00,Москва
"Менеджер проектов (ИТ). Код вакансии: ""Л-проект""",,2003-12-22 00:00:00+03:00,Москва
Специалист в  Отдел разработки интеллектуальных услуг. г. Москва,,2003-11-25 16:57:39+03:00,Москва
"Разработчик в сектор Хранилищ Данных, г.Москва",,2003-12-16 00:00:00+03:00,Москва
Технический писатель в группу PR,,2003-12-16 00:00:00+03:00,Москва
Консультант по внедрению систем управления проектами,44917.0,2003-11-25 17:36:40+03:00,Москва
Начальника отдела региональных продаж (IT рынок),74346.0,2003-12-18 00:00:00+03:00,Москва
Программист,23956.0,2003-11-25 20:29:05+03:00,Москва
Программист-аналитик Axapta,35686.0,2003-12-16 00:00:00+03:00,Москва
Менеджер по продажам заказных разработок ПО,74862.0,2003-11-26 09:56:00+03:00,Москва
Программист,14972.0,2003-11-26 11:10:04+03:00,Москва
IT Project Coordinator,,2003-11-26 11:11:09+03:00,Москва
Сотрудник отдела технической поддержки клиентов хостинга,14972.0,2003-11-26 12:18:02+03:00,Москва
Инженер по тестированию,17967.0,2003-11-26 12:36:30+03:00,Москва
Специалист по сопровождению клиентов,17967.0,2003-11-26 12:38:48+03:00,Москва
Технический писатель,14972.0,2003-11-26 12:55:55+03:00,Москва
Программист на Java,29945.0,2003-11-26 12:57:05+03:00,Москва
Инженер по ремонту и обслуживанию банковского оборудования,23956.0,2003-11-26 13:33:52+03:00,Москва
Менеджер по продажам ERP-систем,,2003-11-26 13:59:17+03:00,Москва
МЕНЕДЖЕР ПО РЕКЛАМЕ,17967.0,2003-11-26 17:14:06+03:00,Москва
System Administrator,44917.0,2003-11-26 18:04:38+03:00,Москва
Помощник системного администратора (IT-компания),,2003-11-26 18:31:54+03:00,Украина
Channel manager (hi-tech),68873.0,2003-11-26 18:33:42+03:00,Москва
Ассистент отдела продаж,8921.0,2003-12-22 00:00:00+03:00,Санкт-Петербург
Менеджер web-проектов,20961.0,2003-11-26 19:55:11+03:00,Санкт-Петербург
"Директор R&D, Технический Директор",104807.0,2003-11-26 21:31:27+03:00,Москва
Sales Director,239560.0,2003-11-26 21:31:33+03:00,Москва
Технический консультант по продажам СКС,,2003-12-22 00:00:00+03:00,Москва
Менеджер по продажам промышленного оборудования,26950.0,2003-11-27 11:09:26+03:00,Москва
Менеджер по работе с крупными клиентами,59890.0,2003-11-27 11:15:25+03:00,Москва
Системный администратор,14869.0,2003-12-15 00:00:00+03:00,Москва
Региональный менеджер по продажам,29945.0,2003-11-27 11:29:45+03:00,Москва
Руководитель проектов,118954.0,2003-12-26 00:00:00+03:00,Москва
Руководитель проекта (ERP системы),50555.0,2003-12-26 00:00:00+03:00,Екатеринбург
Менеджер по работе с вендорами (производителями),44608.0,2003-12-26 00:00:00+03:00,Москва
Системный аналитик,29738.0,2003-12-26 00:00:00+03:00,Москва
Системный администратор,23956.0,2003-11-27 12:46:44+03:00,Москва
Специалист тестовой лаборатории,29945.0,2003-11-27 13:02:01+03:00,Москва
Инженер по RISC-системам.,16356.0,2003-12-09 00:00:00+03:00,Санкт-Петербург
Начальник отдела продвижения серверов.,26764.0,2003-12-18 00:00:00+03:00,Санкт-Петербург
ПРОДАВЕЦ-КОНСУЛЬТАНТ.,5947.0,2003-12-09 00:00:00+03:00,Санкт-Петербург
"Инженер, пусконаладчик технических систем безопасности",11978.0,2003-11-27 14:34:08+03:00,Москва
"Инженер-электронщик, технический писатель",11978.0,2003-11-27 14:40:40+03:00,Москва
Руководитель группы тестирования (тест-менеджер),,2003-11-27 15:39:17+03:00,Москва
Cпециалист технической поддержки,13475.0,2003-11-27 16:08:35+03:00,Москва
Аналитики-проектировщики банковских информационных технологий,29945.0,2003-11-27 16:37:30+03:00,Москва
"Программисты-разработчики PL/SQL, Oracle",,2003-11-27 16:42:55+03:00,Москва
Системный Аналитик,,2003-11-27 16:43:05+03:00,Москва
"Программисты GUI (С#, Delphi, VC++)",23956.0,2003-11-27 16:47:00+03:00,Москва
Тестировщик ПО,23956.0,2003-11-27 16:47:14+03:00,Москва
Специалист по рекламе и PR,23956.0,2003-11-27 16:56:07+03:00,Москва
Программист Java,29945.0,2003-11-27 17:01:17+03:00,Москва
"Менеджер по продвижению нового продукта (Product, project manager)",,2003-12-23 00:00:00+03:00,Москва
"ASP, JSP, XML, XSL, технологии web-сервисов",29945.0,2003-11-27 17:14:14+03:00,Москва
Ведущий специалист отдела разработки технологий,,2003-12-18 00:00:00+03:00,Москва
Сервисный Инженер,50555.0,2003-12-30 00:00:00+03:00,Москва
Аналитик-проектировщик,26950.0,2003-11-27 18:46:51+03:00,Москва
ИНЖЕНЕР-ДОРАБОТЧИК СЕРВЕРОВ,19330.0,2003-12-22 00:00:00+03:00,Москва
Аналитик бизнес-процессов,35934.0,2003-11-27 19:53:21+03:00,Москва
"Начальник отдела СКС. Код вакансии: ""Ш-СКС""",74862.0,2003-11-28 10:29:10+03:00,Москва
Программист 1С,23956.0,2003-11-28 11:38:45+03:00,Москва
Консультант-разработчик Navision,44608.0,2003-12-24 00:00:00+03:00,Москва
Руководитель проектов/Консультант в области Data Mining,,2003-12-02 00:00:00+03:00,Москва
ПРОГРАММИСТ C#,23790.0,2003-12-17 00:00:00+03:00,Москва
Менеджер в отдел телекоммуникаций,17967.0,2003-11-28 17:23:27+03:00,Москва
Программист -разработчика,,2003-11-28 17:38:06+03:00,Москва
"Consultant SAP R/3 - FI, CO",89835.0,2003-11-28 21:31:58+03:00,Москва
Руководитель группы разработчиков,,2003-12-01 11:02:57+03:00,Москва
Руководитель группы разработчиков,,2003-12-26 00:00:00+03:00,Москва
Консультант- разработчик Департамента  информационно-аналитических систем,,2003-12-10 00:00:00+03:00,Москва
Менеджер по продажам в корпоративный отдел,59477.0,2003-12-24 00:00:00+03:00,Москва
Key Account Manager,89216.0,2003-12-10 00:00:00+03:00,Москва
Программист 1С: Предприятие 7.7,29738.0,2003-12-01 12:05:09+03:00,Москва
Консультант по внедрению Oracle  Applications (финансы),,2003-12-19 00:00:00+03:00,Москва
Консультант по внедрению Oracle/Manufacturing (Непрерывное или дискретное производство),,2003-12-19 00:00:00+03:00,Москва
Консультант по внедрению Oracle  Applications HR MS (кадры),,2003-12-19 00:00:00+03:00,Москва
Консультант-программист со знанием Java,,2003-12-30 00:00:00+03:00,Москва
Консультант по внедрению специализированной информационной системы для страховой компании,,2003-12-19 00:00:00+03:00,Москва
Руководитель проекта по внедрению специализированной информационной системы для страховой компании,,2003-12-01 12:36:26+03:00,Москва
Консультант (аналитик или разработчик) Департамента КИС,,2003-12-19 00:00:00+03:00,Москва
Разработчик Web-приложений и баз данных,17843.0,2003-12-01 12:51:21+03:00,Санкт-Петербург
Менеджер по маркетинговым коммуникациям,44608.0,2003-12-01 12:58:29+03:00,Москва
Консультант-программист Департамента КИС,,2003-12-19 00:00:00+03:00,Москва
Ассистент менеджера по закупкам департамента Hewlett Packard,11895.0,2003-12-01 13:21:08+03:00,Санкт-Петербург
Ведущий специалист,38660.0,2003-12-01 14:01:34+03:00,Москва
МЕНЕДЖЕР ИНФОРМАЦИОННЫХ СИСТЕМ,20817.0,2003-12-22 00:00:00+03:00,Москва
Менеджер по продвижению продуктов,,2003-12-01 14:35:44+03:00,Москва
Программист-разработчик (Lotus),,2003-12-01 16:13:29+03:00,Москва
Менеджер по продажам комплексных решений,29738.0,2003-12-01 16:16:04+03:00,Москва
Инженер-проектировщик (проектирование СКС),23790.0,2003-12-01 16:21:26+03:00,Москва
Инженер-проектировщик (проектирование систем охранно-пожарной сигнализации),23790.0,2003-12-01 16:24:53+03:00,Москва
Инженер по СКС,17843.0,2003-12-01 16:26:17+03:00,Москва
Инженер систем связи,14869.0,2003-12-01 16:27:34+03:00,Москва
Инженер,,2003-12-01 16:29:34+03:00,Москва
Системный администратор,17843.0,2003-12-17 00:00:00+03:00,Москва
Менеджер по корпоративным клиентам,44608.0,2003-12-01 16:33:22+03:00,Москва
Разработчик отчетов (Oracle) в проект  на 3-4 мес.,8921.0,2003-12-01 17:53:43+03:00,Москва
Программист,29738.0,2003-12-23 00:00:00+03:00,Москва
Electrical Engineer,59477.0,2003-12-02 09:22:11+03:00,Москва
Дизайнер,13382.0,2003-12-02 12:37:32+03:00,Санкт-Петербург
Программист,22304.0,2003-12-02 12:39:49+03:00,Санкт-Петербург
Инженер-разработчик 3-4 категории,50555.0,2003-12-29 00:00:00+03:00,Москва
Инженер-разработчик 1-2 категории,35686.0,2003-12-29 00:00:00+03:00,Москва
Аналитик-разработчик,68399.0,2003-12-29 00:00:00+03:00,Москва
Консультант SAP (модуль APO),89216.0,2003-12-29 00:00:00+03:00,Москва
"Консультант по SAP BW, BI, SEM",89216.0,2003-12-29 00:00:00+03:00,Москва
Инженер программист,35686.0,2003-12-29 00:00:00+03:00,Москва
SQA / Тестер программного обеспечения,32712.0,2003-12-04 00:00:00+03:00,Москва
Программиста MS-Access,,2003-12-02 18:35:49+03:00,Москва
Senior Software Engineer,44608.0,2003-12-02 20:00:26+03:00,Москва
Software Developer in the area of cryptology.,,2003-12-03 08:55:43+03:00,Москва
Image Processing Engineer,,2003-12-03 08:59:30+03:00,Москва
DSP Image Processing Engineer,,2003-12-03 09:02:53+03:00,Москва
Project Leader,,2003-12-03 09:06:32+03:00,Москва
Sales Manager (Western company providing IT solutions),,2003-12-03 09:57:26+03:00,Москва
Координатор по внедрению SAP,,2003-12-03 11:05:48+03:00,Москва
Системный администратор,17843.0,2003-12-03 11:41:55+03:00,Москва
Менеджер проектов внедрения ПО,35686.0,2003-12-03 12:35:55+03:00,Москва
Специалист по внедрению банковского ПО,17843.0,2003-12-03 12:36:34+03:00,Москва
Системный администратор,,2003-12-03 13:39:39+03:00,Москва
Менеджер по продажам ПО,44608.0,2003-12-03 14:06:44+03:00,Санкт-Петербург
UNIX – администратор.,8921.0,2003-12-09 00:00:00+03:00,Санкт-Петербург
Веб-верстальщик.,5947.0,2003-12-09 00:00:00+03:00,Санкт-Петербург
Менеджер поддержки продаж.,7434.0,2003-12-09 00:00:00+03:00,Санкт-Петербург
Менеджер развития продаж.,10408.0,2003-12-09 00:00:00+03:00,Санкт-Петербург
Руководитель технологического направления по разработкам,74346.0,2003-12-29 00:00:00+03:00,Москва
Менеджер по продажам ПО 1С,14869.0,2003-12-03 16:45:42+03:00,Санкт-Петербург
Ведущий специалист 1С,23790.0,2003-12-03 16:48:13+03:00,Санкт-Петербург
Эксперт ПО 1С,14869.0,2003-12-03 16:54:43+03:00,Санкт-Петербург
Product Manager / Менеджер по продукту,74346.0,2003-12-10 00:00:00+03:00,Москва
Cпециалист по центрам хранения данных,,2003-12-29 00:00:00+03:00,Москва
Cпециалист по системам управления,44608.0,2003-12-29 00:00:00+03:00,Москва
Менеджер по информационной безопасности,50555.0,2003-12-04 09:35:50+03:00,Москва
IT Manager,,2003-12-04 10:53:58+03:00,Москва
System administrator (leading western bank),,2003-12-04 11:03:03+03:00,Москва
Программист ABAP,,2003-12-04 11:33:48+03:00,Москва
IT administrator,,2003-12-04 11:42:18+03:00,Москва
Version Controller,,2003-12-04 11:45:43+03:00,Москва
Banking Project Manager,,2003-12-04 11:49:26+03:00,Москва
Technical Migration Project Manager,,2003-12-04 11:53:50+03:00,Москва
Инженер по технической поддержке системных платформ (г.Москва),29738.0,2003-12-04 11:58:37+03:00,Москва
Инженер по технической поддержке системных платформ (г.Екатеринбург),20817.0,2003-12-04 12:00:26+03:00,Екатеринбург
Старший специалист в отдел тестирования,29738.0,2003-12-04 13:34:56+03:00,Москва
Стажер (Hot-Line IT),2973.0,2003-12-04 14:40:33+03:00,Москва
Програмист SQL,23790.0,2003-12-04 15:15:51+03:00,Москва
Менеджер по бизнес – информации,,2003-12-04 16:04:07+03:00,Москва
Администратор Баз данных Lotus Notes,,2003-12-04 16:10:51+03:00,Москва
Technical and Operations Clerk,,2003-12-04 16:30:04+03:00,Москва
Продукт-менеджер по СКС.,16356.0,2003-12-18 00:00:00+03:00,Санкт-Петербург
IT Development Tester,,2003-12-04 17:29:46+03:00,Москва
Gruppenleiter (m/w)  Organistionsabteilung/ EDV,,2003-12-04 18:15:44+03:00,Москва
Инженер по поддержке пользователей,23790.0,2003-12-04 19:42:44+03:00,Москва
Региональный  менеджер,29738.0,2003-12-05 00:00:00+03:00,Самара
Программист,44608.0,2003-12-05 10:34:04+03:00,Москва
Директор IT,,2003-12-05 10:55:12+03:00,Москва
Специалист по технической поддержке,19330.0,2003-12-30 00:00:00+03:00,Москва
PR Manager,74346.0,2003-12-05 11:33:24+03:00,Москва
МЕНЕДЖЕР ПО РАБОТЕ С КЛЮЧЕВЫМИ КОРПОРАТИВНЫМИ КЛИЕНТАМИ.,44608.0,2003-12-05 14:31:15+03:00,Москва
МЕНЕДЖЕР ПО ЦЕНООБРАЗОВАНИЮ.,20817.0,2003-12-05 14:34:11+03:00,Москва
МЕНЕДЖЕР ПО ПРОДАЖАМ КОМПЬЮТЕРНОЙ И ОФИСНОЙ ТЕХНИКИ.,29738.0,2003-12-05 14:35:38+03:00,Москва
МЕНЕДЖЕР ПО РАЗВИТИЮ РЕГИОНАЛЬНЫХ ПРОДАЖ.,59477.0,2003-12-05 14:36:57+03:00,Москва
АССИСТЕНТ МЕНЕДЖЕРА ПО ПРОДАЖАМ.,20817.0,2003-12-05 14:39:16+03:00,Москва
Senior Research Scientist (Moscow),,2003-12-05 14:50:22+03:00,Москва
Senior Research Scientist (SPb),,2003-12-05 15:04:44+03:00,Санкт-Петербург
КОНСУЛЬТАНТ - ПРОДАВЕЦ,17843.0,2003-12-05 15:05:45+03:00,Москва
Senior Research Scientist (NN),,2003-12-05 15:06:36+03:00,Нижний Новгород
РУКОВОДИТЕЛЬ ГРУППЫ ПРОДАЖ – РЕГИОНАЛЬНЫЙ МЕНЕДЖЕР.,44608.0,2003-12-05 15:06:57+03:00,Москва
Менеджер по продажам комплексных решений (ERP для среднего бизнеса),74346.0,2003-12-05 15:15:49+03:00,Москва
МЕНЕДЖЕР ПО РАЗВИТИЮ РОЗНИЧНЫХ ПРОДАЖ,59477.0,2003-12-05 15:34:14+03:00,Москва
Руководитель подразделения продаж услуг связи/Service Business Manager,,2003-12-05 15:57:44+03:00,Москва
Менеджер по работе с заказчиком/ Account Manager,,2003-12-05 16:07:02+03:00,Москва
Системный администратор,,2003-12-05 18:18:36+03:00,Москва
Специалист по технической поддержке IP-сети,32712.0,2003-12-05 18:50:15+03:00,Москва
Главный специалист отдела разработки информационных систем,44608.0,2003-12-05 20:20:36+03:00,Москва
Инженер-программист по внедрению систем материального учёта предприятий,23790.0,2003-12-08 11:13:57+03:00,Москва
Инженер-программист по внедрению систем материального учёта предприятий,23790.0,2003-12-08 11:13:54+03:00,Москва
Программист,26764.0,2003-12-08 11:31:00+03:00,Москва
"Администратор баз данных (БД, Oracle)",59477.0,2003-12-08 12:37:23+03:00,Москва
Старший специалист в отдел тестирования,26764.0,2003-12-08 12:52:33+03:00,Москва
Специалист по сопровождению ПО в области Internet-приложений,17843.0,2003-12-08 12:56:59+03:00,Москва
Product manager (Hi-Tech),89216.0,2003-12-08 12:57:10+03:00,Москва
Cпециалист в отдел сопровождения продуктов компьютерной телефонии,17843.0,2003-12-08 12:58:37+03:00,Москва
Старший специалист в отдел сопровождения систем управления внешними ресурсами,26764.0,2003-12-08 13:00:45+03:00,Москва
Специалист по техническому сопровождению ПO в области управления внешними ресурсами,17843.0,2003-12-08 13:02:20+03:00,Москва
Специалист по сопровождению ПО в области internet приложений.,17843.0,2003-12-08 13:04:37+03:00,Москва
Специалист по сопровождению ПО в области голосовых ресурсов,17843.0,2003-12-08 13:06:34+03:00,Москва
Специалист по техническому сопровождению ПО в области internet биллинга,17843.0,2003-12-08 13:09:42+03:00,Москва
Старший специалист в сектор технического сопровождения,26764.0,2003-12-08 13:11:07+03:00,Москва
Специалист по финансовым вопросам в отдел сопровождения,17843.0,2003-12-08 13:12:54+03:00,Москва
Trainer-consultant (IT&Telecom Sales and Management),59477.0,2003-12-23 00:00:00+03:00,Москва
Project Manager,,2003-12-08 14:01:29+03:00,Москва
Менеджер по работе с поставщиками,,2003-12-08 14:05:34+03:00,Москва
Старший менеджер по работе с поставщиками Hi-Tech оборудования,,2003-12-08 14:08:49+03:00,Москва
Руководитель регионального отдела продаж,,2003-12-08 14:19:35+03:00,Москва
Менеджер по поставкам (телекоммуникационное оборудование),,2003-12-08 15:00:52+03:00,Москва
Старший разработчик БД,,2003-12-08 15:50:40+03:00,Москва
Стажёр в IT-компанию,7434.0,2003-12-08 17:34:24+03:00,Москва
Системный инженер-программист,20817.0,2003-12-16 00:00:00+03:00,Москва
Студент/ стажер,,2003-12-11 00:00:00+03:00,Москва
Программист С++,29738.0,2003-12-14 00:00:00+03:00,Москва
Менджер по работе с государственным сектором,44608.0,2003-12-09 10:40:27+03:00,Москва
Perl/PHP программист,35686.0,2003-12-09 11:15:19+03:00,Москва
Менеджер проектов.,17843.0,2003-12-18 00:00:00+03:00,Санкт-Петербург
Менеджер проекта Web-портала,35686.0,2003-12-09 13:49:20+03:00,Москва
Account Manager,29738.0,2003-12-09 14:03:27+03:00,Москва
Региональный менеджер,,2003-12-09 14:36:46+03:00,Москва
Программист  по внедрению Navision,,2003-12-09 15:30:50+03:00,Москва
Менеджер по работе с клиентами  в отдел dial-up,13382.0,2003-12-09 17:05:52+03:00,Москва
Дистрибьютор телефонных карт.,14869.0,2003-12-09 17:10:49+03:00,Москва
Менеджер-консультант по работе с клиентами.,29738.0,2003-12-09 17:13:21+03:00,Москва
Менеджер по продажам решений на базе R/3,89216.0,2003-12-09 17:44:57+03:00,Москва
Консультант- программист департамента КИС,,2003-12-19 00:00:00+03:00,Москва
Менеджер по бизнес - информации,,2003-12-10 15:01:26+03:00,Москва
Технический специалист-аналитик поддержки пользователей,29738.0,2003-12-10 15:21:35+03:00,Москва
C/C++ разработчик,17843.0,2003-12-10 15:52:41+03:00,Санкт-Петербург
Менеджер по продажам проектов,44608.0,2003-12-10 15:53:11+03:00,Санкт-Петербург
Менеджер по продаже АСУ,44608.0,2003-12-10 15:53:46+03:00,Санкт-Петербург
Senior Software Developer,74346.0,2003-12-10 16:06:36+03:00,Москва
Специалист по внедрению информационных систем,,2003-12-10 17:39:29+03:00,Москва
Инженер-сборщик,,2003-12-18 00:00:00+03:00,Санкт-Петербург
Sales Representative - Networks and Connectivity Solutions,118954.0,2003-12-10 21:31:33+03:00,Москва
Системный администратор,20817.0,2003-12-11 10:22:16+03:00,Москва
Проектировщик банковской системы,23790.0,2003-12-11 11:45:50+03:00,Москва
Программист С,14869.0,2003-12-11 11:48:51+03:00,Москва
Специалист по внедрению банковского ПО,26764.0,2003-12-11 11:55:19+03:00,Москва
Тестировщик,14869.0,2003-12-11 12:03:57+03:00,Москва
Специалист  внедрения информационно - аналитической системы,23790.0,2003-12-11 12:21:24+03:00,Москва
